lamda;cuentas
627.30;2388.35
627.42;2384.95
627.54;2383.15
627.66;2383.35
627.78;2388.70
627.90;2396.10
628.02;2405.55
628.14;2413.15
628.26;2412.95
628.38;2404.60
628.50;2399.25
628.63;2399.35
628.75;2400.10
628.87;2408.80
628.99;2423.10
629.11;2428.35
629.23;2425.05
629.35;2427.85
629.47;2422.65
629.59;2412.70
629.71;2414.60
629.83;2423.70
629.96;2424.45
630.08;2425.25
630.20;2433.70
630.32;2438.55
630.44;2433.70
630.56;2434.75
630.68;2438.10
630.80;2432.35
630.92;2425.80
631.04;2412.85
631.16;2404.00
631.28;2398.00
631.40;2399.50
631.53;2395.50
631.65;2403.15
631.77;2398.45
631.89;2391.75
632.01;2385.60
632.13;2385.50
632.25;2382.00
632.37;2384.35
632.49;2386.35
632.61;2389.55
632.73;2388.10
632.85;2385.15
632.97;2391.55
633.10;2411.25
633.22;2409.95
633.34;2411.30
633.46;2416.00
633.58;2412.95
633.70;2398.65
633.82;2395.20
633.94;2393.00
634.06;2391.35
634.18;2395.60
634.30;2393.15
634.42;2397.35
634.54;2402.25
634.66;2401.45
634.78;2395.90
634.91;2392.60
635.03;2385.50
635.15;2381.65
635.27;2376.70
635.39;2371.90
635.51;2366.65
635.63;2363.15
635.75;2354.50
635.87;2357.45
635.99;2357.20
636.11;2353.30
636.23;2351.50
636.35;2354.85
636.47;2359.00
636.59;2361.90
636.71;2366.85
636.83;2378.90
636.96;2387.75
637.08;2382.60
637.20;2386.25
637.32;2395.35
637.44;2388.65
637.56;2381.50
637.68;2384.95
637.80;2381.50
637.92;2367.85
638.04;2365.35
638.16;2362.60
638.28;2358.70
638.40;2354.05
638.52;2355.75
638.64;2356.80
638.76;2360.20
638.88;2357.25
639.00;2349.70
639.12;2341.55
639.24;2329.15
639.37;2313.40
639.49;2301.05
639.61;2292.15
639.73;2288.05
639.85;2288.55
639.97;2283.55
640.09;2277.55
640.21;2272.55
640.33;2264.50
640.45;2251.30
640.57;2247.85
640.69;2243.35
640.81;2233.90
640.93;2228.95
641.05;2222.60
641.17;2213.80
641.29;2210.95
641.41;2208.45
641.53;2203.80
641.65;2203.95
641.77;2201.75
641.89;2194.00
642.01;2191.15
642.13;2182.20
642.25;2174.95
642.38;2162.60
642.50;2156.50
642.62;2150.00
642.74;2149.55
642.86;2148.60
642.98;2149.40
643.10;2138.75
643.22;2137.55
643.34;2136.20
643.46;2127.00
643.58;2126.60
643.70;2128.25
643.82;2122.25
643.94;2114.10
644.06;2106.70
644.18;2096.50
644.30;2085.55
644.42;2081.05
644.54;2071.70
644.66;2059.10
644.78;2051.25
644.90;2040.90
645.02;2019.45
645.14;2007.10
645.26;2000.85
645.38;1983.10
645.50;1979.10
645.62;1983.30
645.74;1976.20
645.86;1971.75
645.98;1968.10
646.10;1966.85
646.22;1964.15
646.34;1962.80
646.46;1957.85
646.58;1957.35
646.70;1946.35
646.82;1931.30
646.94;1922.00
647.06;1913.50
647.18;1903.15
647.30;1898.70
647.42;1895.85
647.54;1890.30
647.66;1886.75
647.78;1883.05
647.90;1876.15
648.02;1870.90
648.14;1867.25
648.26;1857.95
648.39;1853.35
648.51;1849.10
648.63;1841.60
648.75;1838.35
648.87;1830.20
648.99;1819.20
649.11;1810.45
649.23;1805.85
649.35;1797.80
649.47;1789.40
649.59;1785.60
649.71;1780.45
649.83;1776.00
649.95;1768.75
650.07;1764.75
650.19;1763.80
650.31;1755.30
650.43;1746.85
650.55;1733.70
650.67;1729.50
650.79;1716.80
650.91;1708.95
651.03;1697.35
651.15;1691.85
651.27;1684.00
651.39;1679.65
651.51;1672.60
651.63;1668.25
651.75;1662.20
651.87;1657.90
651.99;1645.45
652.11;1639.00
652.22;1633.00
652.34;1629.70
652.46;1619.35
652.58;1617.75
652.70;1608.55
652.82;1597.00
652.94;1587.55
653.06;1580.05
653.18;1568.60
653.30;1559.45
653.42;1560.10
653.54;1557.60
653.66;1551.85
653.78;1549.35
653.90;1546.15
654.02;1535.85
654.14;1526.95
654.26;1524.20
654.38;1514.80
654.50;1511.50
654.62;1505.40
654.74;1497.95
654.86;1488.20
654.98;1488.00
655.10;1479.20
655.22;1469.45
655.34;1465.20
655.46;1466.10
655.58;1457.45
655.70;1449.75
655.82;1447.65
655.94;1438.70
656.06;1430.90
656.18;1426.25
656.30;1429.80
656.42;1425.80
656.54;1424.15
656.66;1419.00
656.78;1408.75
656.90;1395.85
657.02;1390.25
657.14;1387.80
657.26;1381.30
657.38;1376.65
657.50;1372.80
657.62;1367.45
657.74;1352.75
657.86;1342.00
657.98;1335.40
658.10;1328.45
658.21;1317.10
658.33;1311.30
658.45;1306.85
658.57;1301.50
658.69;1289.95
658.81;1290.10
658.93;1290.90
659.05;1296.55
659.17;1295.35
659.29;1292.40
659.41;1281.90
659.53;1268.30
659.65;1251.90
659.77;1242.30
659.89;1242.70
660.01;1237.45
660.13;1236.60
660.25;1233.95
660.37;1233.10
660.49;1227.95
660.61;1228.65
660.73;1227.40
660.85;1219.60
660.97;1214.55
661.09;1203.75
661.20;1196.85
661.32;1189.40
661.44;1179.00
661.56;1172.65
661.68;1176.15
661.80;1170.25
661.92;1163.60
662.04;1163.75
662.16;1159.45
662.28;1153.20
662.40;1147.25
662.52;1143.10
662.64;1149.20
662.76;1142.80
662.88;1136.35
663.00;1129.40
663.12;1128.65
663.24;1120.20
663.36;1121.10
663.48;1115.80
663.59;1116.60
663.71;1108.75
663.83;1095.60
663.95;1086.80
664.07;1080.40
664.19;1071.85
664.31;1067.05
664.43;1063.05
664.55;1055.00
664.67;1050.45
664.79;1039.75
664.91;1041.75
